,Part Number,Quantity,BZA,DA,W,EHM,Baumuster,BU,Family,QVV,Component Number,KG,ANZ,Grouping,Component BU,Component Family,Jan/2019,Feb/2019,Mar/2019,Apr/2019,May/2019,Jun/2019,Jul/2019,Aug/2019,Sep/2019,Oct/2019,Nov/2019,Dec/2019,sum
3149601,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25360838T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,4,4,4,4,4,4,4,4,4,4,4,4,48
3149602,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25360839T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,2,2,2,3,2,2,2,2,19
3149603,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443820T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,0,2,2,2,2,1,1,13
3149604,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443821T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,1,0,1,2,2,4,3,3,3,3,2,2,26
3149605,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443822T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,4,0,9,8,14,13,12,12,12,13,15,12,124
3149606,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443844T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,1,1,1,1,1,0,1,9
3149607,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443852T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,2,1,1,1,1,1,2,2,13
3149608,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443859T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,2,3,4,3,3,3,3,4,3,3,31
3149609,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443903T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,1,0,0,0,0,0,0,1
3149610,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443904T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,1,1,0,1,1,0,1,6
3149611,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443915T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,0,0,0,0,0,1,0,3
3149612,A 958 680 22 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443916T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,1,1,0,0,0,3
3149613,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360819T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,1,0,0,0,0,0,2
3149614,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360826T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,1,1,1,1,1,1,1,9
3149615,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360831T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,37,24,0,0,0,0,0,0,0,0,0,0,61
3149616,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360834T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,19,0,13,13,19,17,18,17,19,17,18,15,185
3149617,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360836T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,2,0,1,1,1,2,0,1,1,1,1,1,12
3149618,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360842T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,5,5,7,7,7,7,8,7,7,6,66
3149619,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360843T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,3,1,2,3,1,3,1,2,17
3149620,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360845T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,1,1,0,0,1,1,1,6
3149621,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360849T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,8,9,13,13,13,13,13,13,12,12,119
3149622,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443824T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,44,27,28,28,43,40,42,42,42,43,40,39,458
3149623,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443825T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,4,25,4,5,8,7,7,7,6,9,7,7,96
3149624,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443826T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,5,6,6,8,6,6,7,7,9,6,67
3149625,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443827T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,2,2,1,3,2,2,2,1,2,18
3149626,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443834T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,1,1,1,2,1,1,0,10
3149627,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443860T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,1,0,1,3
3149628,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443890T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,1,0,0,1,0,1,0,4
3149629,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443898T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,12,0,0,0,0,0,0,0,0,0,0,12
3149630,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443899T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,1,0,0,0,0,2
3149631,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443902T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,13,19,18,21,17,17,22,20,17,164
3149632,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443905T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,1,1,0,1,0,1,5
3149633,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443906T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,2,0,0,0,2,0,1,0,6
3149634,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443907T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,1,0,0,1,0,1,0,3
3149635,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443908T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,1,1,2,2,1,1,1,10
3149636,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443917T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,98,9,0,0,0,0,0,0,0,0,0,107
3149637,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443918T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,5,0,0,0,0,0,0,0,0,0,5
3149638,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443919T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,0,0,0,0,0,1
3149639,A 958 680 22 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443920T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,3,4,6,6,5,6,6,6,5,5,52
3149640,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360832T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,2,2,4,3,3,3,3,4,4,2,30
3149641,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360835T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,10,0,3,4,8,5,6,6,6,7,5,6,66
3149642,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360846T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,1,0,1,0,0,1,0,3
3149643,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360847T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,4,3,3,3,4,4,4,4,4,3,36
3149644,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443829T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,0,1,0,0,0,0,0,1,4
3149645,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443831T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,44,77,11,13,18,17,16,16,16,17,18,16,279
3149646,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443832T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,2,2,1,2,2,0,1,12
3149647,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443833T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,30,0,3,2,5,4,5,5,5,4,3,4,70
3149648,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443862T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,1,1,0,1,0,2,1,8
3149649,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443896T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,22,0,0,0,0,0,0,0,0,0,22
3149650,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443909T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,1,1,1,1,1,1,1,9
3149651,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443911T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,23,32,32,33,32,32,35,33,29,281
3149652,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443912T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3149653,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443913T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,1,1,0,0,3
3149654,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443921T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,1,0,1,2,1,0,1,0,1,8
3149655,A 958 680 22 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443922T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,1,0,0,0,2
3149656,A 958 680 22 05,1.0,U7,,,1,C958451,Truck,Axor,QVV26443204T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,1,1,1,1,1,1,1,1,1,1,0,1,11
3149657,A 958 680 22 05,1.0,U7,,,1,C958452,Truck,Axor,QVV26443173T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3149658,A 958 680 22 05,1.0,U7,,,1,C958452,Truck,Axor,QVV26443176T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,1,1,1,1,1,1,1,1,1,0,10
3149659,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443154T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,15,14,22,24,20,16,21,18,19,23,16,1,209
3149660,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443155T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,2,2,3,3,3,2,2,2,2,3,2,0,26
3149661,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443163T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,2,1,2,3,1,1,3,1,2,2,1,0,19
3149662,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443166T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3149663,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443179T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3149664,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443187T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,1,1,1,1,1,1,0,1,0,8
3149665,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443192T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,1,0,0,0,0,2
3149666,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443193T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,0,0,0,0,1,0,0,3
3149667,A 958 680 22 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443200T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,1,0,0,0,0,2
3149668,A 958 680 22 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443157T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,4,3,5,4,4,2,5,5,4,4,4,0,44
3149669,A 958 680 22 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443158T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,3,3,4,6,4,4,4,3,3,6,3,0,43
3149670,A 958 680 22 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443174T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,0,1,0,0,0,1
3149671,A 958 680 22 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443195T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3149672,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442060T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3149673,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442062T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,13,11,16,20,17,13,17,16,16,18,12,0,169
3149674,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442063T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3149675,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442065T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,8,7,11,12,11,8,11,9,9,12,8,1,107
3149676,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442068T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,2,2,4,5,3,3,4,3,5,4,2,0,37
3149677,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442082T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,2,1,1,1,1,0,1,1,1,1,2,0,12
3149678,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442106T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,1,0,0,0,0,0,0,0,2
3149679,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442109T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,0,0,0,0,0,1
3149680,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442113T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,1,0,1,0,0,0,1,0,1,1,0,0,5
3149681,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442117T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,1,0,0,0,2
3149682,A 958 680 22 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442128T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3149683,A 958 680 22 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33441995T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3149684,A 958 680 22 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442041T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3149685,A 958 680 22 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442097T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,1,0,0,2
3149686,A 958 680 22 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442110T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3149687,A 958 680 22 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442131T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3149688,A 958 680 22 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442132T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3149689,A 958 680 22 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442133T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,1,0,0,0,0,1,0,0,0,3
3149690,A 958 680 24 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361137T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3149691,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33441949T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,3,3,3,4,4,2,3,3,2,4,3,0,34
3149692,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442071T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,9,9,12,13,12,9,12,11,9,13,9,2,120
3149693,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442078T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3149694,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442081T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,3,2,5,4,4,2,3,3,3,4,3,0,36
3149695,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442090T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3149696,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442092T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3149697,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442095T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3149698,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442096T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,1,1,1,1,0,0,0,7
3149699,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442104T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,1,1,2,2,1,1,2,2,1,2,2,1,18
3149700,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442112T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,10,9,13,16,13,9,13,12,11,14,10,1,131
3149701,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442119T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,0,1,0,0,0,2
3149702,A 958 680 24 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442122T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,1,1,1,0,0,1,1,0,6
3149703,A 958 680 24 05,1.0,U7,,,1,C958472,Truck,Axor,QVV41440331T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,5,5,6,7,6,5,6,6,6,7,5,0,64
3149704,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33441986T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,1,1,2,1,1,1,0,1,1,1,1,0,11
3149705,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442028T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,6,5,9,10,8,6,8,7,7,8,5,1,80
3149706,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442080T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,1,0,0,1,0,1,0,1,0,5
3149707,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442083T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,2,0,0,0,0,1,0,0,3
3149708,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442084T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,1,0,0,0,1,0,3
3149709,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442085T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,1,2,1,2,1,2,2,2,1,2,1,0,17
3149710,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442089T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,0,1,0,0,0,2
3149711,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442101T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,1,1,0,0,0,0,0,0,0,0,0,2
3149712,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442102T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3149713,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442123T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,1,1,1,1,1,1,0,9
3149714,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442127T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,1,0,0,0,0,0,0,0,2
3149715,A 958 680 24 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442134T,Z 538.534/19,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,1,0,0,0,1,0,0,2
3149716,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361071T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,15,14,0,0,0,0,0,0,0,0,0,0,29
3149717,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361089T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,1,2,2,2,1,2,1,1,2,1,0,16
3149718,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361112T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,13,14,14,13,13,15,15,13,12,8,130
3149719,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361113T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,7,7,9,9,10,6,10,10,9,10,7,1,95
3149720,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361114T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,1,1,1,0,1,1,1,1,1,1,0,10
3149721,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361124T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,0,0,0,0,0,1
3149722,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361125T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,1,0,0,0,0,0,0,3
3149723,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361129T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3149724,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20361138T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,0,0,0,0,0,0,0,2
3149725,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20410727T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,4,4,0,0,0,0,0,0,0,0,0,0,8
3149726,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20410751T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,4,4,4,4,4,4,4,4,3,2,37
3149727,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20410752T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,3,2,4,5,3,3,3,3,4,5,3,0,38
3149728,A 958 680 25 05,1.0,U7,,,1,C958433,Truck,Axor,QVV20410763T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,1,1,1,0,1,1,1,1,1,1,0,10
3149729,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361083T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,5,6,9,11,10,9,10,10,9,10,9,1,99
3149730,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361084T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,2,3,2,2,2,3,4,2,3,2,0,27
3149731,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361098T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,1,2,2,3,1,2,1,2,1,1,0,17
3149732,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361105T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,2,2,2,2,2,2,2,2,2,2,2,24
3149733,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361120T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,6,5,8,10,8,6,8,8,7,10,6,1,83
3149734,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361121T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,0,0,0,0,0,0,0,2
